,active,address,address_line_2,city,county,createdate,dayphone,license,organization,state,type,ubi,zip
121,ACTIVE (ISSUED),10 MAPLE GROVE RD,,SUNNYSIDE,YAKIMA,20171109,5098300275,415202,DAVE'S PLACE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033561310010000,989440000
122,ACTIVE (ISSUED),234805 STRAIGHT BANK RD,SUITE E,KENNEWICK,BENTON,20180226,7023559181,412746,TKO RESERVE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033507570010000,993370000
123,ACTIVE (ISSUED),422 CARPENTER RD STE 105,,LACEY,THURSTON,20180105,3604026368,415083,420 CARPENTER,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033585480010000,985037906
124,ACTIVE (ISSUED),1107 N CALLOW AVE STE C,,BREMERTON,KITSAP,20171109,2066866362,413870,THE REEF,WA,MARIJUANA RETAILER,6033559500010000,983123007
125,ACTIVE (ISSUED),35100 MILES CRESTON RD N STE A,SUITE A,CRESTON,LINCOLN,20171128,2064988502,412147,OLYMPIC GROWERS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033481040010000,991178515
126,ACTIVE (ISSUED),5990 INDEPENDENCE RD STE B,,SUNNYSIDE,YAKIMA,20180303,5098377476,415953,EASTERN WASHINGTON CANNABIS PRODUCTS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6026963140010000,989449798
127,ACTIVE (ISSUED),5736 VALE RD,,CASHMERE,CHELAN,20171024,5098882454,413600,THE HAPPY CROP SHOPPE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033395640010000,988150000
128,ACTIVE (ISSUED),728 IRENE ST,,WALLA WALLA,WALLA WALLA,20171013,5098764279,425273,WALLA WALLA WEEDERY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033374760010000,993621604
129,ACTIVE (ISSUED),2000 ROZA DR,,ZILLAH,YAKIMA,20171024,2069728577,423849,CLINICAL CANNABIS CLUB,WA,MARIJUANA PRODUCER TIER 2,6033534800010000,989539361
130,ACTIVE (ISSUED),3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,KITSAP,20171116,3603401009,417880,LEGAL MARIJUANA SUPERSTORE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033573230010000,983670000
131,ACTIVE (ISSUED),2256 HWY 153 STE B,,CARLTON,OKANOGAN,20170704,3607853843,421507,CARLTON CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035188950010000,988149004
132,ACTIVE (ISSUED),11110 MUKILTEO SPEEDWAY,SUITE 102,MUKILTEO,SNOHOMISH,20180130,4254441575,415287,KUSHMAN,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6027085610010000,982755450
133,ACTIVE (ISSUED),1625 CENTER ST,,TACOMA,PIERCE,20180125,2063541040,416399,IRIE MINDS FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033534930010000,984090000
134,ACTIVE (ISSUED),1445 INDUSTRIAL WAY 19 C,,LONGVIEW,COWLITZ,20180122,3605181501,417147,HEAVENLY BUDS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033481560010000,986320000
135,ACTIVE (ISSUED),26424 S RUPP RD E1,,CHENEY,SPOKANE,20180125,7757228256,416751,MEAN THE GREEN,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033590230010000,990040000
136,PENDING (ISSUED),776 US HWY 101,,COSMOPOLIS,GRAYS HARBOR,20180104,3605805312,412130,QUALITY CANNABIS PRODUCING AND PROCESSING,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033476300010000,985370000
137,ACTIVE (ISSUED),412 S INTERLAKE RD,,MOSES LAKE,GRANT,20171127,5098552271,86054,THE GREEN SEED,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033463060010000,988372908
138,ACTIVE (ISSUED),5845 192ND AVE SW STE 104,,ROCHESTER,THURSTON,20171216,4259416831,413220,PACIFIC GROWERS NORTHWEST,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034423320010000,985799201
139,ACTIVE (ISSUED),3201 1ST AVE S,STE B-04,SEATTLE,KING,20180125,2066798316,424075,BUD RUNNER,WA,MARIJUANA TRANSPORTATION,6040384970010000,981341840
140,ACTIVE (ISSUED),3957 GARDENSPOT RD,,LOON LAKE,STEVENS,20180215,5092330147,426293,CANNA DELTA 9,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033499910010000,991489750
141,ACTIVE (ISSUED),74 PIT RD STE H,,BREWSTER,OKANOGAN,20180209,2068537572,424373,LUANKA COLLECTIVE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032672540010000,988129676
142,ACTIVE (ISSUED),11493 CLEAR CREEK RD,,SILVERDALE,KITSAP,20170907,3604408671,413427,HWY 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6027629820010000,983839657
143,ACTIVE (ISSUED),1512 CENTER ST  STE A,,TACOMA,PIERCE,20171230,3869313174,416423,JMS. CONSULTANTS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033566100010000,984090000
144,ACTIVE (ISSUED),5044 B HWY 231,,FORD,STEVENS,20170707,5092586857,416800,HAPPY HILL FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034112450010000,990130000
145,ACTIVE (ISSUED),1150 COUNTY LINE RD BLDG 1,,GRAYLAND,GRAYS HARBOR,20180214,3605500542,420275,GOOD TO GROW,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032705020010000,985479604
146,ACTIVE (ISSUED),2118 JAMES ST,,BELLINGHAM,WHATCOM,20170828,3605941738,413702,HERBAL LEGENDS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6029455360010000,982254140
147,ACTIVE (ISSUED),133302 W JOHNSON RD STE B,,PROSSER,BENTON,20180207,5097781597,417794,FIREWEED FARMS,WA,MARIJUANA PROCESSOR,6016730670010000,993507503
148,ACTIVE (ISSUED),133 STATE AVE,,BREWSTER,DOUGLAS,20171120,5098607111,414216,THE ROACH 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033524760010000,988129643
149,ACTIVE (ISSUED),139 GREENACRES RD #2,,RIVERSIDE,OKANOGAN,20180108,8007930108,412949,ALLIANCE 502,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035256700010000,988490000
150,ACTIVE (ISSUED),2028 10TH AVE,,LONGVIEW,COWLITZ,20171114,3607033103,415526,420 HOLIDAY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033592380010000,986324007
151,ACTIVE (ISSUED),13300 SE 30TH ST,STE 202,BELLEVUE,KING,20180206,4252415783,417042,LAUGHING BUDDHA,WA,MARIJUANA PROCESSOR,6032699250010000,980050000
152,ACTIVE (ISSUED),9424 GARRISON RD  UNIT A,UNIT A,SUMAS,WHATCOM,20180125,3603937735,415941,JAG 15,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034409390010000,982959307
153,ACTIVE (ISSUED),2942 1ST AVE S,,SEATTLE,KING,20180105,4147310189,413478,502 PROCESSOR'S GROUP,WA,MARIJUANA PROCESSOR,6033556720010000,981341820
154,ACTIVE (ISSUED),17830 DANE LN SW,,ROCHESTER,THURSTON,20180105,3608587554,412062,PCF MANAGEMENT,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6032612930010000,985799404
155,ACTIVE (ISSUED),154 STRING STREET RD SUITE A,,CENTERVILLE,KLICKITAT,20170614,5092503881,415736,GOAT GIRL CANNABIS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6019870760020000,986133508
156,ACTIVE (ISSUED),19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,KING,20180215,2062612916,414454,LIVING WELL ENTERPRISES,WA,MARIJUANA RETAILER,6033394100010000,980700000
157,ACTIVE (ISSUED),17595 177TH AVE SE,,MONROE,SNOHOMISH,20180214,2068162997,412901,CLARITY FARMS,WA,MARIJUANA PROCESSOR,6033453330010000,982720000
158,ACTIVE (ISSUED),7457 S MADISON ST STE B,,TACOMA,PIERCE,20171227,2067905025,415710,GREEN & GOLDEN,WA,MARIJUANA PROCESSOR,6040694540010000,984091000
159,ACTIVE (ISSUED),1199 W CUNNINGHAM RD P3,STE P3,OTHELLO,ADAMS,20170715,3608704970,416630,A-ACTION GROUP UTILITIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6021417030010000,993440000
160,ACTIVE (ISSUED),851 CALIFORNIA WAY STE G,,LONGVIEW,COWLITZ,20171103,5302286974,405661,DELTA 9 GROWERS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033459270010000,986321665
161,ACTIVE (ISSUED),6326 MARTIN WAY E STE 103,,LACEY,THURSTON,20171115,3608922878,425185,EUPHORIC 360,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6040140410010000,985165561
162,ACTIVE (ISSUED),1717 MALAGA ALCOA HWY,STE A,WENATCHEE,CHELAN,20180108,5096707449,417314,OLSONS FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034080200010000,988018968
163,ACTIVE (ISSUED),125 MARYHILL HWY,,GOLDENDALE,KLICKITAT,20171005,5092503237,412782,MARYHILL SUNSHINE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6035444790010000,986204604
164,ACTIVE (ISSUED),124 RIVERSIDE AVE,,IONE,PEND OREILLE,20171102,5094423420,76189,PEND OREILLE CANNABIS CO,WA,MARIJUANA RETAILER,6035590780010000,991390000
165,ACTIVE (ISSUED),7217 212TH ST SW,,EDMONDS,SNOHOMISH,20170829,3605941738,420477,HERBAL LEGENDS CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6029455360010000,980267735
166,ACTIVE (ISSUED),2121 LINCOLN ST,,BELLINGHAM,WHATCOM,20171129,3602018965,413631,JBC GROW,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033513820010000,982254147
167,ACTIVE (ISSUED),1810 SE COMMERCE AVE,,BATTLE GROUND,CLARK,20171127,3606994724,415998,AGRIJUANA,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033579540010000,986040000
168,PENDING (ISSUED),1325 N DIVISION ST STE 104,,SPOKANE,SPOKANE,20180104,5094990646,425767,APEX CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033264170010000,992021808
169,ACTIVE (ISSUED),1199 W CUNNINGHAM RD A,,OTHELLO,ADAMS,20171113,2064530587,413092,FC PRODUCER-1,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033491720010000,993440000
170,ACTIVE (ISSUED),1944 MILWAUKEE WAY,,TACOMA,PIERCE,20180301,2066608833,413916,MILLENNIUM GREEN,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034753290010000,984212702
171,ACTIVE (ISSUED),5373 GUIDE MERIDIAN STE F5,STE F5,BELLINGHAM,WHATCOM,20171215,4253743732,412964,CASCADIA GARDENS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033499960010000,982267418
172,ACTIVE (ISSUED),2915 S M ST  UNIT 103,,TACOMA,PIERCE,20170626,2536828392,415712,IONIC,WA,MARIJUANA PROCESSOR,6032271660010000,984098224
173,ACTIVE (ISSUED),212 NE 164TH AVE STE 11,,VANCOUVER,CLARK,20171116,3609490319,84045,THE HERBERY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033550310010000,986840000
174,ACTIVE (ISSUED),55 REEVAS BASIN RD STE B,SUITE B,TONASKET,OKANOGAN,20171230,2067198351,415933,GROUND UP CULTIVATION,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033586160010000,988550000
175,ACTIVE (ISSUED),2717 N MAYFAIR ST,,SPOKANE,SPOKANE,20170915,5098085223,424500,"LEGENDARY LABORATORIES, LLC",WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035480310010000,992072073
176,ACTIVE (ISSUED),2917 US HIGHWAY 97,,PESHASTIN,CHELAN,20171030,5098602468,412213,WASHINGTON GOLD,WA,MARIJUANA PROCESSOR,6041209700010000,988470000
177,ACTIVE (ISSUED),130 CHESAW RD STE A,SUITE A,OROVILLE,OKANOGAN,20180104,3609035502,417103,GRASS VALLEY PRODUCTS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033554470010000,988440000
178,ACTIVE (ISSUED),3703 E BROAD AVE,,SPOKANE,SPOKANE,20171230,5097100549,422227,SEVEN BLADES NORTHWEST,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033578260010000,992175900
179,ACTIVE (ISSUED),126 NEWMAN CREEK RD,UNIT #5,ELMA,GRAYS HARBOR,20180215,3603010531,416576,SMOOTH BLUE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034756510010000,985419536
180,PENDING (ISSUED),17831 59TH AVE NE,SUITE 7,ARLINGTON,SNOHOMISH,20180117,4257605177,417571,FIRELINE CANNABIS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033585310010000,982236452
181,ACTIVE (ISSUED),2415 ROBERTSON DRIVE,,RICHLAND,BENTON,20180202,2066607221,414559,WASHINGTON STATE CANNABIS COMPANY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035859930010000,993540000
182,ACTIVE (ISSUED),17905 STATE ROUTE 536,,MOUNT VERNON,SKAGIT,20171223,8602092288,424599,CANNAZONE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033548000010000,982733269
183,ACTIVE (ISSUED),12059 AURORA AVE N,,SEATTLE,KING,20171227,2063636000,414731,SEATTLE TONICS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033584890010000,981338249
184,ACTIVE (ISSUED),15783 FISK RD STE A,,YAKIMA,YAKIMA,20171101,5099524334,412260,DESERT VALLEY GROWERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033456140010000,989088454
185,ACTIVE (ISSUED),536 MARINE DR STE B,,PORT ANGELES,CLALLAM,20171002,3607971966,414735,MISTER BUDS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6021513210010000,983632230
186,ACTIVE (ISSUED),7713 SKOOKUMCHUCK RD SE,,TENINO,THURSTON,20171202,3609707896,417950,GREEN BROTHERS FARMS,WA,MARIJUANA PROCESSOR,6033516310010000,985899549
187,ACTIVE (ISSUED),12363 CLEAR CREEK RD NW,,SILVERDALE,KITSAP,20170831,2068836756,412943,OLYMPUS GARDENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6040283380010000,983839629
188,ACTIVE (ISSUED),3608 E OLIVE AVE,,SPOKANE,SPOKANE,20170515,5095353204,417460,HENDERSON DISTRIBUTION,WA,MARIJUANA PROCESSOR,6035138160010000,992020000
189,ACTIVE (ISSUED),7182 ROAD 16 NE UNIT E,UNIT E,MOSES LAKE,GRANT,20180220,3607314907,412977,A NEW LEAF,WA,MARIJUANA PRODUCER TIER 2,6033220100010000,988370000
190,ACTIVE (ISSUED),297 BEAR MEADOW RD  STE A,,PORT ANGELES,CLALLAM,20171115,3604601642,413001,OLYMPIC MOUNTAIN MAN FARM,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033531990010000,983628221
191,PENDING (ISSUED),63910 E SUNSET VIEW PR SE,BLDG A,BENTON CITY,BENTON,20170926,5092051683,416023,RUSTYNAIL,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033595520010000,993208554
192,ACTIVE (ISSUED),1401 IOWA ST,,BELLINGHAM,WHATCOM,20180202,3609331428,421707,WESTERN BUD,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6040313940010000,982294763
193,ACTIVE (ISSUED),576 REGAL RD   STE 2,,ELK,PEND OREILLE,20171130,5099394090,424758,GREEN MOUNTAIN CANNABIS,WA,MARIJUANA PRODUCER TIER 1,6035638980010000,990090000
194,ACTIVE (ISSUED),133302 W JOHNSON RD STE A,,PROSSER,BENTON,20180207,5097781597,412194,FIREWEED FARMS,WA,MARIJUANA PRODUCER TIER 3,6016730670010000,993507503
195,ACTIVE (ISSUED),41304 S PIERT RD,,KENNEWICK,BENTON,20171108,,417087,CALDWELL CANNABIS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033508300010000,993377720
196,ACTIVE (ISSUED),2154 BUCHANAN LOOP,,FERNDALE,WHATCOM,20171109,3602015136,412606,SUSTAINABLE ORGANICS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033503660010000,982480000
197,ACTIVE (ISSUED),5675 STATE ROUTE 12 STE 1,,ELMA,GRAYS HARBOR,20171208,3604709265,415001,MILLER'S MARIJUANA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033581030010000,985410000
198,ACTIVE (ISSUED),100 E MAPLE ST STE A,,BELLINGHAM,WHATCOM,20171116,2064191102,421616,SATORI,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033562950010000,982255006
199,ACTIVE (ISSUED),15709 ORDWAY DR S.E.,,YELM,THURSTON,20180104,2535345511,412854,RAINIER ORGANICS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033468880010000,985970000
200,ACTIVE (ISSUED),615 W OWENS RD STE A,,DEER PARK,SPOKANE,20171221,5097235186,412146,WOLF MARIJUANA,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033478810010000,990068341
201,ACTIVE (ISSUED),267 SALMON CREEK RD LOT E,,OKANOGAN,OKANOGAN,20180116,5037916814,424629,BRADFORD FARMS,WA,MARIJUANA PRODUCER TIER 2,6033605390010000,988408244
202,ACTIVE (ISSUED),453 OTTO ST STE B,,PORT TOWNSEND,JEFFERSON,20180125,9105020420,417355,NERDIE BIRDIE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040836340010000,983689392
203,ACTIVE (ISSUED),3958 6TH AVE NW,,SEATTLE,KING,20180112,2062254877,412981,GREENMED LAB,WA,MARIJUANA PROCESSOR,6031439600010000,981075058
204,ACTIVE (ISSUED),17605 N TIMBERLANE CIR,UNIT #A,MEAD,SPOKANE,20171019,5099440973,412604,MAJICO,WA,MARIJUANA PRODUCER TIER 3,6033447910010000,990217810
205,ACTIVE (ISSUED),6017 N JULIA ST,,SPOKANE,SPOKANE,20171103,5092209188,414114,GREEN ZOMBIE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034449940010000,992176584
206,ACTIVE (ISSUED),2621 MOTTMAN CT SW #B,,TUMWATER,THURSTON,20180112,7145745420,417274,GREENLEAF INDUSTRIES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033587960010000,985125632
207,ACTIVE (ISSUED),28120 HWY 410 E UNIT A8,,BUCKLEY,PIERCE,20170705,2532248299,415410,THE GREEN DOOR,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034196260010000,983218482
208,ACTIVE (ISSUED),166 BENSON CREEK DR STE E,,TWISP,OKANOGAN,20171121,6465810377,412180,CASCADE GROWERS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033501220010000,988569605
209,ACTIVE (ISSUED),1515 LEWIS ST,,SPOKANE,SPOKANE,20171027,5094990999,413586,4:20 FRIENDLY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033515760010000,992249785
210,ACTIVE (ISSUED),5845 192ND AVE SW STE 101,,ROCHESTER,THURSTON,20180104,5035226568,419553,ANANDA WASHINGTON,WA,MARIJUANA PROCESSOR,6033591840010000,985799201
211,ACTIVE (ISSUED),22320 W ELM LN SUITE A,,MEDICAL LAKE,SPOKANE,20180122,5092167049,413045,B.S. CUSTOM FARMS,WA,MARIJUANA PRODUCER TIER 2,6033508040010000,990229663
212,ACTIVE (ISSUED),5602 WA 270,STE D,PULLMAN,WHITMAN,20171130,5099495773,416608,ETTA'S HERBALS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033508680010000,991638708
213,ACTIVE (ISSUED),1199 W CUNNINGHAM RD C,STE C,OTHELLO,ADAMS,20171027,3606870303,412158,SALMON CREEK SINSEMILLA,WA,MARIJUANA PRODUCER TIER 3,6033495550010000,993440000
214,ACTIVE (ISSUED),521 S 1ST ST #A,,SELAH,YAKIMA,20171202,5098305179,412907,GENE'S GREEN ACERS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033486180010000,989421603
215,ACTIVE (ISSUED),35702 NW TOENJES RD,STE 4,WOODLAND,CLARK,20170418,3609218341,416490,PURELY GREEN,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033606590010000,986743721
216,ACTIVE (ISSUED),282023 HWY 101,,PORT TOWNSEND,JEFFERSON,20180131,2066607221,423036,DISCOVERY BAY CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035859930010000,983689331
217,ACTIVE (ISSUED),1240 E MAPLE ST STE 103,,BELLINGHAM,WHATCOM,20171116,3607782357,415094,CASCADE HERB COMPANY,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033587380010000,982250000
218,ACTIVE (ISSUED),10211 S SPOTTED RD  BLDG A&B,BLDG A&B,CHENEY,SPOKANE,20180123,5062446061,424256,SWEETWATER FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033520950010000,990049646
219,ACTIVE (ISSUED),16845 UPPER BADGER POCKET RD,,ELLENSBURG,KITTITAS,20171003,5099683051,412792,LIFE GARDENS 1,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033356330010000,989260000
220,ACTIVE (ISSUED),3082 WAITTS LAKE RD,,VALLEY,STEVENS,20180227,3604703051,422765,ACCESS CANIBUS LLC,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035572950010000,991810000
221,ACTIVE (ISSUED),640 S SPOKANE ST  STE B,SUITE B,SEATTLE,KING,20171128,2065574700,412056,OVER THE TOP,WA,MARIJUANA PROCESSOR,6031327110010000,981342225
222,ACTIVE (ISSUED),10309 E TRENT AVE,,MILLWOOD,SPOKANE,20180104,5093093193,415112,GREENLIGHT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033593200010000,992064514
223,ACTIVE (ISSUED),6441 OLD GUIDE RD STE C,,BELLINGHAM,WHATCOM,20180108,2066536999,416572,TANJ FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6035791810010000,982269655
224,ACTIVE (ISSUED),6039 SW 197TH AVE,,ROCHESTER,THURSTON,20171007,3608587188,419640,MARIJUANA MART,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033519760010000,985799250
225,ACTIVE (ISSUED),5675 BROOKINGS RD,,SEDRO WOOLLEY,SKAGIT,20171208,3608547685,412017,DUKE'S HILL CANNA,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6004352770010000,982848924
226,ACTIVE (ISSUED),2720 E 29TH AVE,,SPOKANE,SPOKANE,20180108,4252488559,426050,THE VAULT,WA,MARIJUANA RETAILER,6034686340010000,992234808
227,ACTIVE (ISSUED),1335 SE BISHOP BLVD,,PULLMAN,WHITMAN,20180103,5093321011,415314,MJ'S POT SHOP,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034563770010000,991636408
228,ACTIVE (ISSUED),461 MCCLOUD CREEK RD,,NEWPORT,PEND OREILLE,20180301,5092949645,413226,GREEN PEAKS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033570270010000,991569740
229,ACTIVE (ISSUED),410 IDA ST W,,BREMERTON,KITSAP,20171013,4253178256,412431,SECRET GARDENS OF WASHINGTON,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033490270010000,983123134
230,ACTIVE (ISSUED),1967 HIGHWAY 395 S STE C,,CHEWELAH,STEVENS,20180105,5099357420,422202,BLOWIN SMOKE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6030688930010000,991099708
231,ACTIVE (ISSUED),2842 93RD AVE SW,STE A,TUMWATER,THURSTON,20180213,3603508198,417184,HIGH SUPPLY,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035682470010000,985129144
232,ACTIVE (ISSUED),15151 COTTONWOOD CANYON RD,,YAKIMA,YAKIMA,20171024,5093884472,412196,JBC FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6035474350010000,989089279
233,ACTIVE (ISSUED),13026 W MCFARLANE RD,UNIT C1-3,AIRWAY HEIGHTS,SPOKANE,20171128,8137841028,416155,WICKED WEED,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035781130010000,990010000
234,ACTIVE (ISSUED),16915 STATE HIGHWAY 20,UNIT B,MOUNT VERNON,SKAGIT,20171129,3606271555,412843,SKAGIT ORGANICS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033517640010000,982738850
235,PENDING (ISSUED),3472 PULLMAN AIRPORT RD STE B,STE B,PULLMAN,WHITMAN,20180109,9717770767,416371,SEATTLE SOUND,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033441550010000,991630000
236,ACTIVE (ISSUED),20801 NE 10TH AVE,,RIDGEFIELD,CLARK,20171130,3604508363,416373,DOMENICO FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033493540010000,986428167
237,ACTIVE (ISSUED),16940 VIRCON DR SW #A,,ROCHESTER,THURSTON,20180202,3602690103,412783,IGROW,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034447870010000,985798595
238,ACTIVE (ISSUED),4101 MAIN STREET,,UNION GAP,YAKIMA,20170616,5098234792,413773,THE SLOW BURN,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034102670010000,989032042
239,ACTIVE (ISSUED),10211 S SPOTTED RD,BLDG C AND D,CHENEY,SPOKANE,20180212,5098796326,416130,WINTER FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6035487360010000,990049646
240,ACTIVE (ISSUED),1128 SW SPOKANE ST  STE 300,STE 300,SEATTLE,KING,20171205,2068984378,412371,ALKI HERBAL,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033478080010000,981341128
241,PENDING (ISSUED),3012 GS CENTER RD   STE B,,WENATCHEE,CHELAN,20180208,5098858405,416609,VIVA CANNABIS,WA,MARIJUANA PROCESSOR,6034642820010000,988019116
